full,lats,lngs
"550 N Greenbriar Pkwy, Marietta, GA  30062",33.9636535645,-84.4943466187
"650 Whitlock Ave Nw, Marietta, GA  30064",33.9522399902,-84.5712966919
"3441 Ernest W Barrett Pkwy Nw, Marietta, GA  30064",33.9472198486,-84.6237869263
"2661 Powder Springs Rd Sw, Marietta, GA  30064",33.8672065735,-84.6310348511
"170 Barrett Pkwy, Marietta, GA  30066",34.014121145,-84.555503279
"1811 Williams Dr, Marietta, GA  30066",33.997669816,-84.5303924382
"2805 Delk Rd Se, Marietta, GA  30067",33.924453,-84.469871
"2400 Delk Rd Se, Marietta, GA  30067",33.9226263016,-84.4819396734
"2678 Windy Hill Rd Se, Marietta, GA  30067",33.9004516602,-84.4760360718
"1185 Franklin Rd Se, Marietta, GA  30067",33.9237670898,-84.4916763306
"621 Johnson Ferry Rd, Marietta, GA  30068",33.9640731812,-84.4121704102
"2045 Highway 155 N, Mcdonough, GA  30252",33.5063843429,-84.1414030641
"772 Hwy 155 S, Mcdonough, GA  30253",33.4125823975,-84.159942627
"3099 Jodeco Rd, Mcdonough, GA  30253",33.4825200588,-84.212981835
"1305 Hwy 20 W, Mcdonough, GA  30253",33.4252656251,-84.1832582653
"1275 Georgia 20, Mcdonough, GA  30253",33.425853,-84.182388
"265 Jonesboro Rd, Mcdonough, GA  30253",33.4525566101,-84.1669311523
"1148 Highway 20 81, Mcdonough, GA  30253",33.4155693054,-84.1950912476
"1000 Highway 155 S, Mcdonough, GA  30253",33.4080190212,-84.1664890945
"3059 N Columbia St, Milledgeville, GA  31061",33.1842842102,-83.2894363403
"1683 N Columbia St, Milledgeville, GA  31061",33.0997619629,-83.2459411621
"2045 W Spring St, Monroe, GA  30655",33.796043396,-83.7441864014
"1245 N Broad St, Monroe, GA  30656",33.8181455433,-83.7306891382
"1640 Mount Zion Rd, Morrow, GA  30260",33.5716781616,-84.3362197876
"6375 Jonesboro Rd, Morrow, GA  30260",33.5811920166,-84.3407440186
"7242 Jonesboro Rd, Morrow, GA  30260",33.5573806763,-84.3456115723
"2130 Mount Zion Pkwy, Morrow, GA  30260",33.5625495911,-84.3205795288
"229 Lagrange St, Newnan, GA  30263",33.3633155823,-84.8157119751
"1363 Highway 29 S, Newnan, GA  30263",33.3274116516,-84.7804107666
"799 Highway 34 E, Newnan, GA  30265",33.3965968341,-84.7514446825
"Georgia 34, Newnan, GA  30265",33.396645,-84.751681
"783 Highway 34 E, Newnan, GA  30265",33.3959960938,-84.7517471313
"1030 Highway 34 E, Newnan, GA  30265",33.3969347924,-84.7447941452
"4410 Sharpsburg Mccullum Rd, Newnan, GA  30265",33.4467391968,-84.696723938
"15 Glenda Trce, Newnan, GA  30265",33.409072876,-84.6854248047
"Buford Hwy Nw, Norcross, GA  30071",33.9580383301,-84.1881103516
"6119 Buford Hwy, Norcross, GA  30071",33.9328346252,-84.2215957642
"5900 Jimmy Carter Blvd, Norcross, GA  30071",33.9208641052,-84.2116394043
"5984 Financial Dr, Norcross, GA  30071",33.9192733765,-84.2079086304
"5986 Financial Dr, Norcross, GA  30071",33.9188766479,-84.2068328857
"6079 Goshen Springs Rd, Norcross, GA  30071",33.9159698486,-84.2081069946
"5122 Brook Hollow Pkwy Ste P, Norcross, GA  30071",33.9290809631,-84.177947998
"5555 Buford Hwy, Norcross, GA  30071",33.9438209534,-84.2057723999
"6035 Peachtree Pkwy, Norcross, GA  30092",33.9553260803,-84.233757019
"7044 Jimmy Carter Blvd, Norcross, GA  30092",33.9451635629,-84.24096331
"3235 Peachtree Corners Cir, Norcross, GA  30092",33.9423027039,-84.2495727539
"5365 Peachtree Industrial Blvd Nw, Norcross, GA  30092",33.9615287781,-84.209274292
"1160 Rockbridge Rd, Norcross, GA  30093",33.896446228,-84.193977356
"1586 Indian Trail Lilburn Rd, Norcross, GA  30093",33.92212677,-84.1705627441
"5075 Oakbrook Pkwy, Norcross, GA  30093",33.9235572815,-84.1716384888
"5995 Oakbrook Pkwy, Norcross, GA  30093",33.9130210876,-84.2028427124
"4151 Jimmy Carter Blvd, Norcross, GA  30093",33.8694648743,-84.1879196167
"2100 Highway 54, Peachtree City, GA  30269",33.4207621962,-84.5587138832
"143 Highway 74 S, Peachtree City, GA  30269",33.3952217102,-84.5888442993
"1287 Houston Lake Dr, Perry, GA  31069",32.4599922448,-83.7262118608
"1426 Sam Nunn Blvd, Perry, GA  31069",32.4707260132,-83.7420730591
"102 Lect Dr, Perry, GA  31069",32.4476585388,-83.7519836426
"4097 Marietta St, Powder Springs, GA  30127",33.8583831787,-84.674118042
"3255 Florence Rd, Powder Springs, GA  30127",33.8752708435,-84.7027664185
"4090 Us Highway 17, Richmond Hill, GA  31324",31.9296951294,-81.3298034668
"56 Sommers Blvd, Richmond Hill, GA  31324",31.9239192456,-81.3333950937
"41 High St, Ringgold, GA  30736",34.9195805937,-85.1134235412
"5411 Alabama Hwy, Ringgold, GA  30736",34.9125137329,-85.1245193481
"9 Georgia 151, Ringgold, GA  30736",34.9002456665,-85.1317749023
"Chestnut Ridge Rd, Ringgold, GA  30736",34.8929290771,-85.1348495483
"11292 Highway 41, Ringgold, GA  30736",34.8904914856,-85.0743179321
"669 Highway 138 Sw, Riverdale, GA  30274",33.548675,-84.412147
"6544 Highway 85, Riverdale, GA  30274",33.5764312744,-84.4116821289
"7608 Highway 85, Riverdale, GA  30274",33.5471305847,-84.414352417
"601 Turner Mccall Blvd NE, Rome, GA  30165",34.2605705559,-85.1750063896
"1601 Shorter Ave Nw, Rome, GA  30165",34.268379,-85.213508
"2903 Martha Berry Hwy Nw, Rome, GA  30165",34.3054546416,-85.1742728055
"4875 Alabama Rd Ne, Roswell, GA  30075",34.0675506592,-84.4256973267
"4905 Alabama Rd NE, Roswell, GA  30075",34.0674247742,-84.4271240234
"9927 Old Dogwood Rd, Roswell, GA  30076",34.0229724348,-84.3264553696
"1470 Holcomb Bridge Rd, Roswell, GA  30076",34.0206298828,-84.3179626465
"3711 Ogeechee Rd, Savannah, GA  31405",32.0517883301,-81.1462936401
"7301 Abercorn St, Savannah, GA  31406",32.009803772,-81.114944458
"6941 Ga Highway 21, Savannah, GA  31407",32.1874847412,-81.1941986084
"4310 Augusta Rd, Savannah, GA  31408",32.1054649353,-81.1492843628
"1505 Dean Forest Rd, Savannah, GA  31408",32.0716439188,-81.2010978162
"Stephen S Green Dr, Savannah, GA  31408",32.1400604248,-81.2361602783
"460 Airways Ave, Savannah, GA  31408",32.1382049471,-81.216384396
"8 Stephen S Green Dr, Savannah, GA  31408",32.1399148554,-81.2360148132
"1002 King George Blvd, Savannah, GA  31419",31.985912323,-81.2186203003
"2 Gateway Boulevard West, Savannah, GA  31419",32.005847,-81.284744
"2 Gateway Blvd W, Savannah, GA  31419",32.0058479309,-81.2847442627
"2171 Windy Hill Rd Se, Smyrna, GA  30080",33.9018821716,-84.4902801514
"3335 S Cobb Dr Se, Smyrna, GA  30080",33.8724937439,-84.5288391113
"4458 Atlanta Rd Se, Smyrna, GA  30080",33.844871521,-84.4908599854
"5240 S Cobb Dr Se, Smyrna, GA  30080",33.8253898621,-84.4907150269
"1395 Highlands Ridge Rd Se, Smyrna, GA  30082",33.840461731,-84.5192489624
"3871 Highway 78 W, Snellville, GA  30039",33.8402481079,-84.0650634766
"3309 Centerville Hwy, Snellville, GA  30039",33.811050415,-84.0430297852
"1960 Main St E, Snellville, GA  30078",33.8561832905,-83.9954680949
"2105 Main St E, Snellville, GA  30078",33.8563919067,-84.0015411377
"609 Northside Dr E, Statesboro, GA  30458",32.4391784668,-81.7627105713
"446 S Main St, Statesboro, GA  30458",32.4351921082,-81.7842636108
"5005 Highway 155 N, Stockbridge, GA  30281",33.5832023621,-84.1497650146
"1727 Hudson Bridge Rd, Stockbridge, GA  30281",33.5014266968,-84.2425918579
"1302 Rock Quarry Rd, Stockbridge, GA  30281",33.5152617842,-84.2299179733
"7415 Davidson Pkwy S, Stockbridge, GA  30281",33.5533230007,-84.2658649385
"5252 N Henry Blvd, Stockbridge, GA  30281",33.547599,-84.250579
"611 Highway 138 W, Stockbridge, GA  30281",33.5484237671,-84.2757949829
"1230 Jodeco Rd, Stockbridge, GA  30281",33.4977161139,-84.2439009994
"4282 Highway 138 Sw, Stockbridge, GA  30281",33.5939329863,-84.1248913854
"Memorial Dr, Stone Mountain, GA  30021",33.8069114685,-84.186088562
"5070 Memorial Dr, Stone Mountain, GA  30083",33.7940854579,-84.2271284759
"5970 Memorial Dr, Stone Mountain, GA  30083",33.8016338646,-84.1948521137
"5955 Memorial Dr, Stone Mountain, GA  30083",33.801124,-84.19448
"1945 Rockbridge Rd, Stone Mountain, GA  30087",33.8231086731,-84.1180496216
"345 Sawmill Dr, Suwanee, GA  30024",34.0315208435,-84.0481948853
"2915 Lawrenceville Suwanee Rd, Suwanee, GA  30024",34.0278282166,-84.0453033447
"545 Peachtree Industrial Blvd, Suwanee, GA  30024",34.062412262,-84.0766906738
"15228 Us Highway 19 S, Thomasville, GA  31757",30.8576049805,-83.9461364746
"10401 Us-84 E, Thomasville, GA  31757",30.8356208801,-83.9390792847
"1201 Us-82 W, Tifton, GA  31793",31.4497590065,-83.5330867767
"1009 2nd St W, Tifton, GA  31794",31.4579947293,-83.5278718919
"903 7th St W, Tifton, GA  31794",31.4505522698,-83.528195098
"3180 Tucker Norcross Rd, Tucker, GA  30084",33.8824501038,-84.2201766968
"4274 Lavista Rd, Tucker, GA  30084",33.8476715088,-84.2440643311
"1856 Mountain Industrial Blvd, Tucker, GA  30084",33.8377227783,-84.2014465332
"1569 Montreal Cir, Tucker, GA  30084",33.8282125443,-84.2544414103
"2963 Lawrenceville Hwy, Tucker, GA  30084",33.8286247253,-84.2494659424
"3800 Flat Shoals Rd, Union City, GA  30291",33.5852737427,-84.5154037476
"4370 Jonesboro Rd, Union City, GA  30291",33.5665245056,-84.5323486328
"3487 Madison Hwy, Valdosta, GA  31601",30.7524909973,-83.272064209
"1302 Saint Augustine Road, Valdosta, GA  31601",30.8424663544,-83.3270721436
"1819 W Hill Ave, Valdosta, GA  31601",30.820110321,-83.3117752075
"1302 N St Augustine Rd, Valdosta, GA  31601",30.842466,-83.327072
"3120 N Patterson St, Valdosta, GA  31602",30.8745155334,-83.2922134399
"4600 N Valdosta Rd, Valdosta, GA  31602",30.8961811066,-83.3552093506
"592 Carrollton Villa Rica Hwy, Villa Rica, GA  30180",33.7198791504,-84.9381561279
"138 Conners Rd, Villa Rica, GA  30180",33.7322235107,-84.9009857178
"197 Carrollton Villa Rica Hwy, Villa Rica, GA  30180",33.726894781,-84.9400180578
"1287 S Houston Lake Rd, Warner Robins, GA  31088",32.5574951172,-83.6628646851
"310 Russell Pkwy, Warner Robins, GA  31088",32.5939249992,-83.6278156936
"1501 Watson Blvd, Warner Robins, GA  31093",32.6176719666,-83.6256256104
"158 Towne Lake Pkwy, Woodstock, GA  30188",34.1022605896,-84.5278778076
"9539 Highway 92 Ste 684, Woodstock, GA  30188",34.0861263871,-84.5302402228
"735 E Oglethorpe Hwy, Hinesville, GA 31313",31.8516044617,-81.5814971924
"1401 N Piedmont Ave, Rockmart, GA 30153",34.0099945068,-85.0430831909
"1012 Us-80 E, Pooler, GA 31322",32.1105788648,-81.2330275029
"537 Highway 441 S, Clayton, GA 30525",34.8704747111,-83.4004911035
"4205 Thurman Rd, Conley, GA 30288-1104",33.6572686583,-84.3384495378
"4410 Mundy Mill Rd, Oakwood, GA 30566-2400",34.2521215975,-83.8904354721
"451 Walmart Ct, Eastanollee, GA 30538",34.5493935049,-83.2815552503
"I-85 And Hwy. 53, Braselton, GA 30517",34.1165390015,-83.7623062134
"1115 S Lewis St, Metter, GA 30439",32.3786817491,-82.0620138198
"9159 Roosevelt Hwy, Palmetto, GA 30268",33.5286712646,-84.6616439819
"1001 W 4th St, Adel, GA 31620",31.1343406141,-83.4358285367
"30789 Highway 441 S, Commerce, GA 30529",34.2518539429,-83.4611587524
"228 N Main St, Cedartown, GA 30125",34.0169181824,-85.2538528442
"74 Hiram Acworth Hwy, Hiram, GA 30141-2200",33.8922462463,-84.7540206909
"1362 Brockett Rd, Clarkston, GA 30021-1501",33.8232116699,-84.2328109741
"7350 Six Flags Dr, Austell, GA 30168-6905",33.776134491,-84.5618133545
"10 Highway 515, Blairsville, GA 30512",34.8774786294,-83.9604290575
"1420 Red Bud Rd NE, Calhoun, GA 30701",34.5123291016,-84.9173660278
"2250 S Main St, Greensboro, GA 30642",33.5494041443,-83.2018508911
"1917 Atlanta Hwy Se, Statham, GA 30666",33.9646606445,-83.5976638794
"P.o. Box 623, Darien, GA 31305",31.3920497894,-81.4345397949
"1099 N 1st St, Jesup, GA 31545",31.616371125,-81.8750128895
"911 E Franklin St, Sylvester, GA 31791",31.5277744085,-83.8193053007
"2101 Washington Rd, Thomson, GA 30824",33.5136184692,-82.5031204224
"4395 Cornelia Hwy, Lula, GA 30554",34.3948177993,-83.6919815093
"115 Saint Stephens Ct., Tyrone, GA 30290",33.1754701585,-84.3650952727
"4833 Bill Gardner Pkwy, Locust Grove, GA 30248-2921",33.3542327881,-84.1233062744
"20 Auburn Park Dr, Auburn, GA 30011",34.0106773376,-83.8418884277
"6483 Highway 42, Rex, GA 30273-1727",33.57706,-84.27935
"1003 Greensboro Rd, Eatonton, GA 31024",33.4225959778,-83.2680282593
"1063 Hwy 19 N, Thomaston, GA 30286",32.9234149307,-84.3335766345
"2210 Demere Rd, St Simons Island, GA 31522",31.1608982086,-81.3909835815
"5602 Mableton Pkwy Se, Mableton, GA 30126-3304",33.8173576444,-84.5753120631
"543 Carrollton St, Temple, GA 30179",33.7225418091,-85.0291290283
"7855 Adairsville Hwy, Adairsville, GA 30103",34.377014637,-84.9166365713
"1343 Long Branch Rd, #67, Dahlonega, GA 30533",34.4846691191,-83.9538053423
"4291 Washington Rd, Evans, GA 30809",33.5348854065,-82.1259231567
"1615 Bass Cross Rd, Hogansville, GA 30230-2763",33.1603240967,-84.8716659546
"19 W May St, Winder, GA 30680-8103",33.9916687012,-83.7237854004
"1900 1st Ave SE, Moultrie, GA 31768",31.176706776,-83.7626134604
"745 W Washington Ave, Ashburn, GA 31714",31.7009334564,-83.6657409668
"4223 Appalachian Hwy, Blue Ridge, GA 30513",34.8743095398,-84.3212966919
"839 Virginia Ave, Hapeville, GA 30354-1913",33.6590995789,-84.4168777466
"1245 Lakes Blvd, Lake Park, GA 31636",30.6815834045,-83.2204437256
"1608 Us-19 S, Leesburg, GA 31763",31.6288967133,-84.1775360107
"1021 Georgia Highway 100 S, Tallapoosa, GA 30176",33.6865161359,-85.2619186789
"4915 Highway 129 N, Jefferson, GA 30549",34.1517181396,-83.6435165405
"2816 Watson Blvd, Centerville, GA 31028",32.6187438965,-83.6821289062
"1207 S Martin Luther King Jr Blvd, Americus, GA 31719",32.067276001,-84.2524871826
"491 Lewiston Rd, Grovetown, GA 30813",33.4859275818,-82.2002334595
"1425 Virginia Ave, College Park, GA 30337-2205",33.6595153809,-84.4357299805
"104 E Church St, Sandersville, GA 31082",32.981212616,-82.8106842041
"3244 W Chain Of Rocks Rd, Granite City, IL 62040",38.7621829659,-90.1230852306
"3345 Vollmer Rd, Flossmoor, IL 60422",41.5280393511,-87.6978559792
"505 N Bluff Rd, Collinsville, IL 62234",38.6776580811,-90.0129394531
"4937 Knights Way, Indianapolis, IN  46217",39.6937503666,-86.1878762394
"2621 W 16th St, Indianapolis, IN  46222",39.7876396179,-86.2048110962
"7290 Pendelton Pike, Indianapolis, IN  46226",39.829890579,-86.0405290872
"E Southport Rd, Indianapolis, IN  46237",39.6659393311,-86.0801086426
"3815 W Washington St, Indianapolis, IN  46241",39.7599029541,-86.2260131836
"2621 S Lynhurst Dr, Indianapolis, IN  46241",39.727519989,-86.2498550415
"7112 Zionsville Rd, Indianapolis, IN  46278",39.8826522827,-86.2611694336
"N State St, Greenfield, IN 46140",39.8258018494,-85.770111084
"2210 Burton Ln, Martinsville, IN 46151-9405",39.4046440125,-86.4379882812
"325 W. Spring St., New Albany, IN 47150",38.2837524414,-85.8286972046
"155 N Dan Jones Rd, Plainfield, IN 46168-1874",39.7105102539,-86.3802566528
"530 N College Ave, Bloomington, IN 47404-3897",39.1708798707,-86.5347857773
"505 Indiana Ave., Jeffersonville, IN 47130",38.2731971741,-85.7471313477
"807 S Reed Rd, Kokomo, IN 46901-5628",40.4778022766,-86.1083755493
"2420 Landmark Ave Ne, Corydon, IN 47112",38.2365264893,-86.1262130737
"1931 E 60th St, Anderson, IN 46013-3045",40.0544967651,-85.6534347534
"2310 N State Route 3, Greensburg, IN 47240-9713",39.3590354919,-85.4789047241
"7810 S State Road 13, Pendleton, IN 46064",39.9904098511,-85.8424682617
"1784 N Riley Hwy, Shelbyville, IN 46176",39.5466766357,-85.7749481201
"250 S. Indiana Ave., Sellersburg, IN 47172",38.3969351649,-85.7577880472
"1515 W Mcclain Ave, Scottsburg, IN 47170",38.684581,-85.792022
"1455 E Santa Fe St, Olathe, KS  66061",38.8836152852,-94.7954973578
"14930 S Harrison St, Olathe, KS  66061",38.8567199707,-94.8171463013
"1850 E Santa Fe St, Gardner, KS 66030-1504",38.8113212585,-94.8893508911
"4500 Kansas Ave, Kansas City, KS 66106-1125",39.0900382996,-94.6817550659
"10910 W 75th St, Overland Park, KS 66214",38.9934120178,-94.7124099731
"4 S 130th St, Bonner Springs, KS 66012-9144",39.0964633226,-94.8818597943
"1868 Russellville Rd, Bowling Green, KY  42101",36.9800071716,-86.4669647217
"150 Three Springs Rd, Bowling Green, KY  42104",36.9390907288,-86.420753479
"1979 Mel Browning St, Bowling Green, KY  42104",36.9318237305,-86.4164123535
"617 W 3rd St, Covington, KY  41011",39.0875449777,-84.5209047943
"311 Philadelphia St, Covington, KY  41011",39.0871620178,-84.5203933716
"650 Donaldson Hwy, Erlanger, KY  41018",39.0297698975,-84.6173629761
"638 Donaldson Hwy, Erlanger, KY  41018",39.0290473402,-84.6171149611
"8050 Us 42, Florence, KY  41042",38.983455,-84.644805
"7673 Burlington Pike, Florence, KY  41042",39.0002326965,-84.6428833008
"405 Cherry Blossom Way, Georgetown, KY  40324",38.2740745544,-84.5531997681
"175 Outlet Center Dr, Georgetown, KY  40324",38.2198410034,-84.5399475098
"2080 Litton Ln, Hebron, KY  41048",39.0764708072,-84.7109185159
"2085 Litton Ln, Hebron, KY  41048",39.0778961182,-84.7076873779
"859 S Broadway, Lexington, KY  40504",38.040172,-84.514137
"2340 Buena Vista Rd, Lexington, KY  40505",38.0416374207,-84.4232788086
"2203 N Broadway, Lexington, KY  40505",38.0782546997,-84.4525756836
"5548 Athens Boonesboro Rd, Lexington, KY  40509",37.9607505798,-84.3861236572
"1912 Plaudit Pl, Lexington, KY  40509",38.0185813904,-84.4151535034
"501 Darby Creek Rd, Lexington, KY  40509",38.0073892325,-84.43129085
"1943 Stanton Way, Lexington, KY  40511",38.102584,-84.48352
"1012 Georgetown Rd, Lexington, KY  40511",38.0767021179,-84.5063400269
"3040 Lakecrest Cir, Lexington, KY  40513",38.01537323,-84.5532836914
"153 Patchen Dr, Lexington, KY  40517",38.0077896118,-84.455039978
"3601 Walden Dr, Lexington, KY  40517",37.983089447,-84.4963226318
"2809 Fern Valley Rd, Louisville, KY  40213",38.157497406,-85.7116699219
"4706 Preston Hwy, Louisville, KY  40213",38.1793785095,-85.7182312012
"3347 Fern Valley Rd, Louisville, KY  40213",38.1570095569,-85.7018753886
"4150 Cane Run Rd, Louisville, KY  40216",38.2023925781,-85.8339614868
"4320 Bishop Ln, Louisville, KY  40218",38.1985244751,-85.6868362427
"4029 Taylorsville Rd, Louisville, KY  40220",38.2201766968,-85.6234436035
"9800 Blairwood Rd, Louisville, KY  40222",38.2251319885,-85.579574585
"12020 Standiford Plaza Dr, Louisville, KY  40229",38.0885381252,-85.6664199382
"3739 Pamela Rae Dr, Louisville, KY  40241",38.3010673523,-85.5424423218
"12923 Shelbyville Rd, Louisville, KY  40243",38.2433357239,-85.5132217407
"7715 Bardstown Rd, Louisville, KY  40291",38.1348457336,-85.5792770386
"1620 Kentucky Mills Dr, Louisville, KY  40299",38.2188835144,-85.5396499634
"2301 Hurstbourne Village Dr, Louisville, KY  40299",38.2162032276,-85.5786091089
"3970 Frederica St, Owensboro, KY  42301",37.7325973511,-87.1215133667
"3200 Bold Forbes Way, Owensboro, KY  42303",37.7509918213,-87.0498580933
"3522 Clarks River Rd, Paducah, KY  42003",37.0485801697,-88.5624160767
"2100 Lone Oak Rd, Paducah, KY  42003",37.0474205017,-88.6540527344
"104 N Keeneland Dr, Richmond, KY  40475",37.7765241265,-84.319088012
"220 Eastern Byp, Richmond, KY  40475",37.7362520993,-84.3191926181
"70 Howard Dr, Shelbyville, KY  40065",38.2024002075,-85.2662353516
"1600 Mt Eden Rd, Shelbyville, KY  40065",38.1889038086,-85.2123641968
"11213 Frontage Rd, Walton, KY  41094",38.9177093506,-84.6317672729
"185 Mary Grubbs Hwy, Walton, KY  41094",38.8584022522,-84.6215209961
"229 Mary Grubbs Hwy, Walton, KY  41094",38.8589221984,-84.6181308478
"Frontage Rd, Walton, KY  41094",38.9204788208,-84.630241394
"4 Carol Rd, Winchester, KY  40391",38.0073432922,-84.2096710205
"Carol Rd, Winchester, KY  40391",38.0090789795,-84.2083969116
"2641 Cumberland Falls Hwy, Corbin, KY 40701",36.9177089632,-84.1326872259
"2021 E Blue Lick Rd, Shepherdsville, KY 40165",38.0579126626,-85.6998006999
"251 AA Hwy, Highland Heights, KY 41076-8552",39.010597229,-84.4702987671
"12679 US Route 60, Ashland, KY 41102-9676",38.3882904053,-82.7158270776
"188 S Dixie Blvd, Radcliff, KY 40160",37.8388748169,-85.9365692139
"516 Lexington Rd, Versailles, KY 40383",38.0503578186,-84.7137680054
"397 Ash St, Benton, KY 42025",36.866985321,-88.3608779907
"1562 Versailles Rd, Frankfort, KY 40601",38.179082796,-84.8144128919
"64 Broadway St, Dry Ridge, KY 41035",38.6823806763,-84.5982284546
"1034 S Main St, Nicholasville, KY 40356",37.8618974984,-84.5804015547
"2026 N Mulberry St, Elizabethtown, KY 42701",37.7163658142,-85.82472229
"3833 Nashville Rd, Franklin, KY 42134",36.6696472168,-86.5588302612
"37 Inn Rd, Carrollton, KY 41008-8025",38.6494530737,-85.1233906299
"2923 Fort Campbell Blvd, Hopkinsville, KY 42240",36.8372879028,-87.4786758423
"10606 Us Route 23, Catlettsburg, KY 41129",38.3848994225,-82.6083529741
"468 Kennedy Ave, Calvert City, KY 42029",37.0038226247,-88.3270599693
"12880 Fort Campbell Blvd, Oak Grove, KY 42262",36.6932678223,-87.4522094727
"1001 New Moody Ln, La Grange, KY 40031",38.3971405029,-85.3713989258
"1955 Richmond St, Mount Vernon, KY 40456",37.380143255,-84.3304290622
"76 Austin Ln, London, KY 40741",37.1494293213,-84.1161956787
"2363 College Dr, Baton Rouge, LA  70808",30.4264345765,-91.1373357475
"10439 Reiger Rd, Baton Rouge, LA  70809",30.383979,-91.064079
"18159 Highland Rd, Baton Rouge, LA  70810",30.3486599028,-91.0272525251
"7664 Airline Hwy, Baton Rouge, LA  70814",30.4726867676,-91.1106719971
"10389 Airline Hwy, Baton Rouge, LA  70816",30.4152069092,-91.0679550171
"2320 S Sherwood Forest Blvd, Baton Rouge, LA  70816",30.4318199158,-91.0577697754
"1988 Oneal Ln, Baton Rouge, LA  70816",30.4395633191,-91.007572487
"7995 E Texas St, Bossier City, LA  71111",32.5498428345,-93.6310348511
"2123 Old Minden Rd, Bossier City, LA  71112",32.5189094543,-93.7072296143
"1984 Airline Dr, Bossier City, LA  71112",32.5277023315,-93.6998748779
"2998 Grand Point Hwy, Breaux Bridge, LA  70517",30.3135719299,-91.8331604004
"502 Degeyter Rd, Breaux Bridge, LA  70517",30.2934684753,-91.9162139893
"1010 E Thomas St, Hammond, LA  70401",30.5066165328,-90.4497373849
"3123 Highway 190 W, Hammond, LA  70401",30.5043071508,-90.4995996505
"2101 Sw Railroad Ave, Hammond, LA  70403",30.4770223796,-90.457039699
"2106 NE Evangeline Thwy, Lafayette, LA  70501",30.252148658,-92.0143590868
"1905 Ne Evangeline Trwy, Lafayette, LA  70501",30.2480153739,-92.0126310736
"1800 N University Ave, Lafayette, LA  70507",30.2543929964,-92.037851885
"418 N Causeway Blvd, Mandeville, LA  70448",30.3707633168,-90.0932329148
"68071 Highway 59, Mandeville, LA  70471",30.4163675755,-90.0408084691
"8305 Desiard St, Monroe, LA  71203",32.5297012329,-92.0341186523
"2903 Sterlington Rd, Monroe, LA  71203",32.5520515442,-92.0777053833
"3163 La Highway 1 S, Port Allen, LA  70767",30.4238376617,-91.216583252
"112 Lobdell Hwy, Port Allen, LA  70767",30.450012207,-91.2457809448
"3080 N Market St, Shreveport, LA  71107",32.5586738586,-93.7831115723
"5103 Monkhouse Dr, Shreveport, LA  71109",32.4597521871,-93.8274043053
"9217 Mansfield Rd, Shreveport, LA  71118",32.4006118774,-93.8046569824
"6127 Financial Plz, Shreveport, LA  71129",32.4493293762,-93.8626708984
"140 Brownswitch Rd, Slidell, LA  70458",30.311094895,-89.7679406404
"2006 Old Spanish Trl, Slidell, LA  70458",30.2498493344,-89.7654079646
"111 Oak Ct, Slidell, LA  70458",30.2243623137,-89.786496833
"1728 Gause Blvd E, Slidell, LA  70461",30.2849648148,-89.7462308407
"2621 Ruth St, Sulphur, LA  70665",30.2140210569,-93.3761125803
"2488 S Cities Service Hwy, Sulphur, LA  70665",30.2129924297,-93.3255891502
"308 Thomas Rd, West Monroe, LA  71291",32.509128,-92.157943
"148 Well Rd, West Monroe, LA  71291",32.514328,-92.192764
"101 Basic Dr, West Monroe, LA  71292",32.503211,-92.156669
"14173 Highway 90, Boutte, LA 70039",29.891025424,-90.4099548608
"1635 Elton Rd, Jennings, LA 70546",30.2394135296,-92.6634845138
"612 Emery Lewis Ave, New Iberia, LA 70560",30.0101852417,-91.8321304321
"105 Rushing Rd W, Denham Springs, LA 70726",30.4568696022,-90.9566963464
"13484 Vera Mcgowan Rd, Walker, LA 70785",30.4738265276,-90.861569792
"110 Holiday Blvd, Covington, LA 70433",30.4379600286,-90.0838451833
"6371 Hwy 182, Morgan City, LA 70380-2037",29.6985159069,-91.1970128864
"1738 Gause Blvd., Lacombe, LA 70445",30.3043003082,-89.8546218872
"1000 Egan Hwy, Crowley, LA 70526",30.236240387,-92.38722229
"167 Maxwell Dr, Rayville, LA 71269",32.4569472671,-91.7584964633
"1121 Cooktown Rd, Ruston, LA 71270",32.5381698608,-92.653465271
"4304 Main St, La Place, LA 70068-5921",30.0867509097,-90.4448463768
"475 N Elm St, Haughton, LA 71037",32.5434035808,-93.5151509196
"1736 Martin Luther King Jr Blvd, Houma, LA 70360",29.6135529131,-90.7558746636
"113 Linda Ann Ave, Gray, LA 70359",29.6813564301,-90.7828292847
"5801 Read Blvd, New Orleans, LA 70127-2612",30.0355224609,-89.973487854
"203 Ambassador Caffery Pkwy, Scott, LA 70583",30.2424888611,-92.0655059814
"10295 Highway 165 N, Sterlington, LA 71280",32.6766698062,-92.0453211665
"5500 Main St, Zachary, LA 70791",30.6470127106,-91.1472702026
"723 W Pine St, Ponchatoula, LA 70454",30.4376361519,-90.4520655423
"1105 W Oak St, Amite, LA 70422",30.7260055542,-90.5258865356
"804 N Lake Shore Dr, Lake Charles, LA 70601",30.2377967834,-93.2257003784
"1316 E Patrick St, Frederick, MD  21701",39.4060572982,-77.3854402453
"8906 Fingerboard Rd, Frederick, MD  21704",39.3246383667,-77.3521194458
"5646 Buckeystown Pike, Frederick, MD  21704",39.3893089145,-77.4094942957
"10422 Sharpsburg Pike, Hagerstown, MD  21740",39.6003837585,-77.730140686
